review_uid,destination,source,language_review,stars,date,text_clean,polaridad_sugerida,aspecto_sugerido,motivo_minado,score_minado,prioridad_anotacion,label
gm_00c47bf7db5dc73f,Reserva Nacional de Paracas,Google Maps,es,1,2021-12-21T01:46:44.076Z,Muy hermosa playa y sobre todo no hay contaminación,negativo,atractivos,estrellas=1 | estrellas_bajas,0.4,alta,positivo
gm_022808f243c5c841,Reserva Nacional de Paracas,Google Maps,es,2,2018-03-05T00:15:23.029Z,La playa estaba muy sucia porque las personas que preparaban o llevaban comida las dejaban ahí o las tiraban al mar. No es un buen lugar para acampar con la familia.,negativo,atractivos,estrellas=2 | estrellas_bajas,0.4,alta,negativo
gm_022808f243c5c841,Reserva Nacional de Paracas,Google Maps,es,2,2018-03-05T00:15:23.029Z,La playa estaba muy sucia porque las personas que preparaban o llevaban comida las dejaban ahí o las tiraban al mar. No es un buen lugar para acampar con la familia.,negativo,limpieza,estrellas=2 | estrellas_bajas,0.4,alta,negativo
gm_022808f243c5c841,Reserva Nacional de Paracas,Google Maps,es,2,2018-03-05T00:15:23.029Z,La playa estaba muy sucia porque las personas que preparaban o llevaban comida las dejaban ahí o las tiraban al mar. No es un buen lugar para acampar con la familia.,negativo,gastronomia,estrellas=2 | estrellas_bajas,0.4,alta,negativo
gm_4628e8130a325c68,Reserva Nacional de Paracas,Google Maps,es,1,2019-12-15T16:55:05.606Z,"A la entrada nos hicieron pagar el ingreso a pesar de ser personas adulto mayor que debemos estar exonerados del pago según Ley. Según la persona ahora la ley ""ha cambiado"" y el adulto mayor es a partir de 65 años, sin mostrar ley alguna, mal muy mal, recibir este trato. Según ley 28803 adulto mayor es a partir de los 60 años.",negativo,costos,estrellas=1 | estrellas_bajas,0.4,alta,neutro
gm_4628e8130a325c68,Reserva Nacional de Paracas,Google Maps,es,1,2019-12-15T16:55:05.606Z,"A la entrada nos hicieron pagar el ingreso a pesar de ser personas adulto mayor que debemos estar exonerados del pago según Ley. Según la persona ahora la ley ""ha cambiado"" y el adulto mayor es a partir de 65 años, sin mostrar ley alguna, mal muy mal, recibir este trato. Según ley 28803 adulto mayor es a partir de los 60 años.",negativo,atencion_servicio,estrellas=1 | estrellas_bajas,0.4,alta,neutro
gm_47a11512746e5638,Reserva Nacional de Paracas,Google Maps,es,1,2018-01-02T13:45:21.145Z,"Demasiada gente, desorden total, 0 limpieza a pesar que cobran ingreso y restringen cosas para ingresar. En vez de mejorarla la han empeorado MAL!",negativo,costos,estrellas=1 | estrellas_bajas,0.4,alta,negativo
gm_47a11512746e5638,Reserva Nacional de Paracas,Google Maps,es,1,2018-01-02T13:45:21.145Z,"Demasiada gente, desorden total, 0 limpieza a pesar que cobran ingreso y restringen cosas para ingresar. En vez de mejorarla la han empeorado MAL!",negativo,limpieza,estrellas=1 | estrellas_bajas,0.4,alta,negativo
gm_6a7adc681c415234,Reserva Nacional de Paracas,Google Maps,es,2,2026-02-02T06:33:14.731Z,Playa llena de algas pese que es muy visitada no tiene personal de limpieza,negativo,atractivos,estrellas=2 | estrellas_bajas,0.4,alta,neutro
gm_6a7adc681c415234,Reserva Nacional de Paracas,Google Maps,es,2,2026-02-02T06:33:14.731Z,Playa llena de algas pese que es muy visitada no tiene personal de limpieza,negativo,limpieza,estrellas=2 | estrellas_bajas,0.4,alta,neutro
gm_6a7adc681c415234,Reserva Nacional de Paracas,Google Maps,es,2,2026-02-02T06:33:14.731Z,Playa llena de algas pese que es muy visitada no tiene personal de limpieza,negativo,atencion_servicio,estrellas=2 | estrellas_bajas,0.4,alta,neutro
gm_8ee35812060dd5ed,Reserva Nacional de Paracas,Google Maps,es,2,2020-02-06T00:56:54.529Z,"Mucho viento en estas fechas (febrero) el mar está movido y fatal el control de los que vigilan el acceso a la playa, abajo se veía a familias con ollas y táper de comida.",negativo,atractivos,estrellas=2 | estrellas_bajas,0.4,alta,neutro
gm_8ee35812060dd5ed,Reserva Nacional de Paracas,Google Maps,es,2,2020-02-06T00:56:54.529Z,"Mucho viento en estas fechas (febrero) el mar está movido y fatal el control de los que vigilan el acceso a la playa, abajo se veía a familias con ollas y táper de comida.",negativo,accesibilidad,estrellas=2 | estrellas_bajas,0.4,alta,neutro
gm_8ee35812060dd5ed,Reserva Nacional de Paracas,Google Maps,es,2,2020-02-06T00:56:54.529Z,"Mucho viento en estas fechas (febrero) el mar está movido y fatal el control de los que vigilan el acceso a la playa, abajo se veía a familias con ollas y táper de comida.",negativo,gastronomia,estrellas=2 | estrellas_bajas,0.4,alta,neutro
gm_947b28b65c19ca0d,Reserva Nacional de Paracas,Google Maps,es,1,2025-03-18T17:36:44.498Z,"De reserva solo tiene el nombre y lo que te cobran en la entrada. Apenas hay carteles informativos sobre las especies y su estado de conservación, época de cría o paso por la reserva. Hay pescadores pescando con red, varias personas retirando las algas de la playa ( no sé si es por turismo o pesca) que son ecosistemas super importantes para mucha fauna que vive en ellas. Las carreteras dan lástima, los carros y bugys se meten en la playa y por las dunas ( donde viven y anidan muchas especies) y para colmo el centro de interpretación está cerrado por ""mantenimiento"" . El baño tampoco está incluido en el precio de la entrada. Una vergüenza de reserva, solo es un saca dinero para los turistas. Los paisajes y las playas son muy bonitas y hay muchas aves en la zona",negativo,atractivos,estrellas=1 | estrellas_bajas,0.4,alta,negativo
gm_947b28b65c19ca0d,Reserva Nacional de Paracas,Google Maps,es,1,2025-03-18T17:36:44.498Z,"De reserva solo tiene el nombre y lo que te cobran en la entrada. Apenas hay carteles informativos sobre las especies y su estado de conservación, época de cría o paso por la reserva. Hay pescadores pescando con red, varias personas retirando las algas de la playa ( no sé si es por turismo o pesca) que son ecosistemas super importantes para mucha fauna que vive en ellas. Las carreteras dan lástima, los carros y bugys se meten en la playa y por las dunas ( donde viven y anidan muchas especies) y para colmo el centro de interpretación está cerrado por ""mantenimiento"" . El baño tampoco está incluido en el precio de la entrada. Una vergüenza de reserva, solo es un saca dinero para los turistas. Los paisajes y las playas son muy bonitas y hay muchas aves en la zona",negativo,costos,estrellas=1 | estrellas_bajas,0.4,alta,negativo
gm_947b28b65c19ca0d,Reserva Nacional de Paracas,Google Maps,es,1,2025-03-18T17:36:44.498Z,"De reserva solo tiene el nombre y lo que te cobran en la entrada. Apenas hay carteles informativos sobre las especies y su estado de conservación, época de cría o paso por la reserva. Hay pescadores pescando con red, varias personas retirando las algas de la playa ( no sé si es por turismo o pesca) que son ecosistemas super importantes para mucha fauna que vive en ellas. Las carreteras dan lástima, los carros y bugys se meten en la playa y por las dunas ( donde viven y anidan muchas especies) y para colmo el centro de interpretación está cerrado por ""mantenimiento"" . El baño tampoco está incluido en el precio de la entrada. Una vergüenza de reserva, solo es un saca dinero para los turistas. Los paisajes y las playas son muy bonitas y hay muchas aves en la zona",negativo,accesibilidad,estrellas=1 | estrellas_bajas,0.4,alta,negativo
gm_a286c5d632e640a7,Reserva Nacional de Paracas,Google Maps,es,2,2022-03-14T13:23:01.907Z,Muy pequeña la playa no hay espacio y los servicios higiénicos muy malos,negativo,atractivos,estrellas=2 | estrellas_bajas,0.4,alta,negativo
gm_a286c5d632e640a7,Reserva Nacional de Paracas,Google Maps,es,2,2022-03-14T13:23:01.907Z,Muy pequeña la playa no hay espacio y los servicios higiénicos muy malos,negativo,limpieza,estrellas=2 | estrellas_bajas,0.4,alta,negativo
gm_a286c5d632e640a7,Reserva Nacional de Paracas,Google Maps,es,2,2022-03-14T13:23:01.907Z,Muy pequeña la playa no hay espacio y los servicios higiénicos muy malos,negativo,atencion_servicio,estrellas=2 | estrellas_bajas,0.4,alta,negativo
gm_cf2980f5ba04d68f,Reserva Nacional de Paracas,Google Maps,es,2,2020-02-01T05:04:27.650Z,Lástima lo lindo de la playa desvirtuada por el daño ambiental de las personas que la frecuentan. Falta de cultura y cuidado ambiental.,negativo,atractivos,estrellas=2 | estrellas_bajas,0.4,alta,positivo
gm_cf2980f5ba04d68f,Reserva Nacional de Paracas,Google Maps,es,2,2020-02-01T05:04:27.650Z,Lástima lo lindo de la playa desvirtuada por el daño ambiental de las personas que la frecuentan. Falta de cultura y cuidado ambiental.,negativo,limpieza,estrellas=2 | estrellas_bajas,0.4,alta,positivo
gm_d1487d68d95227a5,Reserva Nacional de Paracas,Google Maps,es,1,2019-02-12T13:10:06.095Z,Bonita la playa muy limpia y muy bueno para relajarse.,negativo,atractivos,estrellas=1 | estrellas_bajas,0.4,alta,positivo
gm_d1487d68d95227a5,Reserva Nacional de Paracas,Google Maps,es,1,2019-02-12T13:10:06.095Z,Bonita la playa muy limpia y muy bueno para relajarse.,negativo,limpieza,estrellas=1 | estrellas_bajas,0.4,alta,positivo
gm_f297bba03551235c,Reserva Nacional de Paracas,Google Maps,es,2,2018-03-14T20:28:19.125Z,"La playa es tranquila a pesar de haber ido día de semana mucha gente ingresando con comidas en ollas, haciendo parrillas hasta con mascotas, ya no es la playa de antes, ya parece agua dulce.",negativo,atractivos,estrellas=2 | estrellas_bajas,0.4,alta,neutro
gm_f297bba03551235c,Reserva Nacional de Paracas,Google Maps,es,2,2018-03-14T20:28:19.125Z,"La playa es tranquila a pesar de haber ido día de semana mucha gente ingresando con comidas en ollas, haciendo parrillas hasta con mascotas, ya no es la playa de antes, ya parece agua dulce.",negativo,gastronomia,estrellas=2 | estrellas_bajas,0.4,alta,neutro
gm_1f7fd4d8015977bd,Santuario Arqueológico de Pachacámac,Google Maps,es,1,2018-01-02T17:40:14.844Z,"Mi experiencia fue muy mala ya que llamamos por teléfono y dieron información que estaba abierto y llegamos encontrando todo cerrado Muy mala experiencia.Si quieren fomentar el turismo los museos deben estar abiertos los días feriados y sino, informar correctamente.",negativo,atractivos,estrellas=1 | estrellas_bajas,0.4,alta,negativo
gm_1f7fd4d8015977bd,Santuario Arqueológico de Pachacámac,Google Maps,es,1,2018-01-02T17:40:14.844Z,"Mi experiencia fue muy mala ya que llamamos por teléfono y dieron información que estaba abierto y llegamos encontrando todo cerrado Muy mala experiencia.Si quieren fomentar el turismo los museos deben estar abiertos los días feriados y sino, informar correctamente.",negativo,accesibilidad,estrellas=1 | estrellas_bajas,0.4,alta,negativo
gm_1f7fd4d8015977bd,Santuario Arqueológico de Pachacámac,Google Maps,es,1,2018-01-02T17:40:14.844Z,"Mi experiencia fue muy mala ya que llamamos por teléfono y dieron información que estaba abierto y llegamos encontrando todo cerrado Muy mala experiencia.Si quieren fomentar el turismo los museos deben estar abiertos los días feriados y sino, informar correctamente.",negativo,atencion_servicio,estrellas=1 | estrellas_bajas,0.4,alta,negativo
gm_3b6ca4abc43a285e,Santuario Arqueológico de Pachacámac,Google Maps,es,1,2025-08-23T17:20:22.218Z,Te botan del baño porque segun ellos lo limpian a cada rato,negativo,limpieza,estrellas=1 | estrellas_bajas,0.4,alta,neutro
gm_3b6ca4abc43a285e,Santuario Arqueológico de Pachacámac,Google Maps,es,1,2025-08-23T17:20:22.218Z,Te botan del baño porque segun ellos lo limpian a cada rato,negativo,gastronomia,estrellas=1 | estrellas_bajas,0.4,alta,ausente
gm_58c6cd7bcd956e64,Santuario Arqueológico de Pachacámac,Google Maps,es,1,2025-09-11T14:20:35.754Z,"Me pareció una experiencia increíblemente desagradable, mal trato por parte del personal, mucho tiempo de espera, no se tomen el tiempo de venir a este lugar tan desagradable",negativo,atractivos,estrellas=1 | estrellas_bajas,0.4,alta,negativo
gm_58c6cd7bcd956e64,Santuario Arqueológico de Pachacámac,Google Maps,es,1,2025-09-11T14:20:35.754Z,"Me pareció una experiencia increíblemente desagradable, mal trato por parte del personal, mucho tiempo de espera, no se tomen el tiempo de venir a este lugar tan desagradable",negativo,atencion_servicio,estrellas=1 | estrellas_bajas,0.4,alta,negativo
gm_5f0cf7b70f265bf8,Santuario Arqueológico de Pachacámac,Google Maps,es,2,2017-12-19T03:26:47.666Z,No atendieron recorrido completo y pague como turista. A pesar que es de valioso valor histórico.,negativo,atractivos,estrellas=2 | estrellas_bajas,0.4,alta,neutro
gm_5f0cf7b70f265bf8,Santuario Arqueológico de Pachacámac,Google Maps,es,2,2017-12-19T03:26:47.666Z,No atendieron recorrido completo y pague como turista. A pesar que es de valioso valor histórico.,negativo,costos,estrellas=2 | estrellas_bajas,0.4,alta,ausente
gm_5f0cf7b70f265bf8,Santuario Arqueológico de Pachacámac,Google Maps,es,2,2017-12-19T03:26:47.666Z,No atendieron recorrido completo y pague como turista. A pesar que es de valioso valor histórico.,negativo,atencion_servicio,estrellas=2 | estrellas_bajas,0.4,alta,ausente
gm_7102a59803c988a4,Santuario Arqueológico de Pachacámac,Google Maps,es,2,2017-08-31T21:03:57.314Z,"Es una lástima, todo el sactuario está restringido por la mala conducta de otros visitantes. Prácticamente las dos zonas más lindas están ahora cerradas.",negativo,atractivos,estrellas=2 | estrellas_bajas,0.4,alta,negativo
gm_a60940d6f39a670e,Santuario Arqueológico de Pachacámac,Google Maps,es,1,2024-08-02T19:46:28.253Z,"¡Cuidado!, entrada muy cara y no incluye guiado, hay que pagar guiado aparte.",negativo,costos,estrellas=1 | estrellas_bajas,0.4,alta,negativo
gm_a60940d6f39a670e,Santuario Arqueológico de Pachacámac,Google Maps,es,1,2024-08-02T19:46:28.253Z,"¡Cuidado!, entrada muy cara y no incluye guiado, hay que pagar guiado aparte.",negativo,limpieza,estrellas=1 | estrellas_bajas,0.4,alta,negativo
gm_c3e377b41b55907b,Santuario Arqueológico de Pachacámac,Google Maps,es,3,2022-10-07T00:55:26.652Z,"El museo está muy muy bueno, solo que -yo- que poco sé.... Encontré dos errores en la información... Se lo dije a la chica del museo y me dijo que ya lo sabían.. 🤔🤔 si es un museo se supone que deberían corregirlo... Además en un lugar dice ""el descubrimiento de América en 1491"" es lamentable que en un MUSEO de civilizaciones destruidas por españoles pongan que los españoles DESCUBRIERON América... Despreciable.realmente .. por otro lado el chico de la entrada nos dijo -para vendernos la entrada seguramente- 😾 que llegábamos a recorrerlo en 1hs todo que entremos tranquilos, ya que faltaba 1 hs para el cierre y nosotros preguntamos. y recorrimos solo la mitad, y el museo medios apurados, podría haber ido al otro día y no quedarme con la mitad del recorrido y las ganas... Malísimo por parte del personal... Eso le baja otra estrella a mí clasificación.",neutro,seguridad,estrellas=3 | estrellas_medias,0.4,alta,ausente
gm_cd619dd4158452bc,Santuario Histórico de Machu Picchu,Google Maps,en,5,2018-02-24T23:04:14.987Z,CUZCO MACHUPICHU AWESOME PLACE VERY SAFETY PLACE A LOT SECURITY. RAINING SO SO IN FEBRUARY BUT THE FOOD IS REALLY EXPENSIVE IN MACHUPICHU LIKE 60 DOLLARS BUFFET IS BETTER GET SOME SNACKS AND WATER BEFORE THE TRAVEL.,neutro,seguridad,estrellas=5 | lex_neu:so so | mixto(pos+neg),0.4,alta,negativo
gm_6bf7c47b95b28057,Sitio Arqueológico de Ollantaytambo,Google Maps,en,4,2024-07-01T00:56:00.560Z,"We visited on a late Sunday afternoon and it felt overcrowded because the steps up are sometimes narrow so backups happen when someone is slow and doesn't make room for others to pass. Once we got to the top, there was more space. Also, there are interesting structures to the right when you enter that are far less crowded so check those out too. They also require less stairs. We entered with the 2 day boleto turistico for 70 soles after visiting Pisaq yesterday.",negativo,costos,"estrellas=4 | lex_neg:crowded,overcrowded",0.4,alta,negativo
gm_6bf7c47b95b28057,Sitio Arqueológico de Ollantaytambo,Google Maps,en,4,2024-07-01T00:56:00.560Z,"We visited on a late Sunday afternoon and it felt overcrowded because the steps up are sometimes narrow so backups happen when someone is slow and doesn't make room for others to pass. Once we got to the top, there was more space. Also, there are interesting structures to the right when you enter that are far less crowded so check those out too. They also require less stairs. We entered with the 2 day boleto turistico for 70 soles after visiting Pisaq yesterday.",negativo,accesibilidad,"estrellas=4 | lex_neg:crowded,overcrowded",0.4,alta,negativo
gm_6bf7c47b95b28057,Sitio Arqueológico de Ollantaytambo,Google Maps,en,4,2024-07-01T00:56:00.560Z,"We visited on a late Sunday afternoon and it felt overcrowded because the steps up are sometimes narrow so backups happen when someone is slow and doesn't make room for others to pass. Once we got to the top, there was more space. Also, there are interesting structures to the right when you enter that are far less crowded so check those out too. They also require less stairs. We entered with the 2 day boleto turistico for 70 soles after visiting Pisaq yesterday.",negativo,atencion_servicio,"estrellas=4 | lex_neg:crowded,overcrowded",0.4,alta,ausente
gm_979b736ae5839bbb,Sitio Arqueológico de Ollantaytambo,Google Maps,en,4,2019-08-06T16:26:15.163Z,Pretty expensive. Nice views. Very crowded,negativo,atractivos,"estrellas=4 | lex_neg:expensive,crowded",0.4,alta,negativo
gm_979b736ae5839bbb,Sitio Arqueológico de Ollantaytambo,Google Maps,en,4,2019-08-06T16:26:15.163Z,Pretty expensive. Nice views. Very crowded,negativo,costos,"estrellas=4 | lex_neg:expensive,crowded",0.4,alta,negativo
gm_e0047598ef0a8d88,Valle del Colca,Google Maps,es,5,2019-01-13T16:25:00.563Z,"Hermoso, no vale la pena hacerlo con tour, mejor ir en bus por cuenta propia y disfrutar del lugar",negativo,atractivos,"estrellas=5 | lex_neg:no vale,no vale la pena",0.4,alta,negativo
gm_e0047598ef0a8d88,Valle del Colca,Google Maps,es,5,2019-01-13T16:25:00.563Z,"Hermoso, no vale la pena hacerlo con tour, mejor ir en bus por cuenta propia y disfrutar del lugar",negativo,costos,"estrellas=5 | lex_neg:no vale,no vale la pena",0.4,alta,ausente
gm_e0047598ef0a8d88,Valle del Colca,Google Maps,es,5,2019-01-13T16:25:00.563Z,"Hermoso, no vale la pena hacerlo con tour, mejor ir en bus por cuenta propia y disfrutar del lugar",negativo,accesibilidad,"estrellas=5 | lex_neg:no vale,no vale la pena",0.4,alta,negativo
gm_17fb0d437c80d536,Catarata de Ahuashiyacu,Google Maps,es,5,2018-05-27T15:17:21.354Z,"Divertida, para ir con amigos y zambullirse en sus aguas heladas! La caminata hacia la catarata es corta pueden ir personas de tercera edad y niños pero difícil acceso para coches y sillas de ruedas.",negativo,atractivos,estrellas=5 | lex_neg:dificil acceso | conector:pero,0.3,alta,ausente
gm_17fb0d437c80d536,Catarata de Ahuashiyacu,Google Maps,es,5,2018-05-27T15:17:21.354Z,"Divertida, para ir con amigos y zambullirse en sus aguas heladas! La caminata hacia la catarata es corta pueden ir personas de tercera edad y niños pero difícil acceso para coches y sillas de ruedas.",negativo,accesibilidad,estrellas=5 | lex_neg:dificil acceso | conector:pero,0.3,alta,neutro
gm_23e7e1630f4c1f9f,Circuito Mágico del Agua,Google Maps,en,5,2023-04-09T22:46:20.014Z,"It’s a very vibrant and pretty place. However, it’s really crowded at the entrance and will get messy if you don’t follow proper local directions and instructions from police. Entrance fee is 4 sol per person and I highly reccomend visit with multiple people.",negativo,costos,estrellas=5 | lex_neg:crowded | conector:however,0.3,alta,negativo
gm_23e7e1630f4c1f9f,Circuito Mágico del Agua,Google Maps,en,5,2023-04-09T22:46:20.014Z,"It’s a very vibrant and pretty place. However, it’s really crowded at the entrance and will get messy if you don’t follow proper local directions and instructions from police. Entrance fee is 4 sol per person and I highly reccomend visit with multiple people.",negativo,seguridad,estrellas=5 | lex_neg:crowded | conector:however,0.3,alta,negativo
gm_23e7e1630f4c1f9f,Circuito Mágico del Agua,Google Maps,en,5,2023-04-09T22:46:20.014Z,"It’s a very vibrant and pretty place. However, it’s really crowded at the entrance and will get messy if you don’t follow proper local directions and instructions from police. Entrance fee is 4 sol per person and I highly reccomend visit with multiple people.",negativo,accesibilidad,estrellas=5 | lex_neg:crowded | conector:however,0.3,alta,negativo
gm_2a4195d670c21e1b,Circuito Mágico del Agua,Google Maps,en,5,2025-03-09T15:15:28.891Z,"Nice colored fountains in the park with light shows. On the day we visited they charged extra 20 for the beyond-the-tunnel part, which is quite expensive, but it was interesting (Valentine's theme)",negativo,atractivos,estrellas=5 | lex_neg:expensive | conector:but,0.3,alta,negativo
gm_2a4195d670c21e1b,Circuito Mágico del Agua,Google Maps,en,5,2025-03-09T15:15:28.891Z,"Nice colored fountains in the park with light shows. On the day we visited they charged extra 20 for the beyond-the-tunnel part, which is quite expensive, but it was interesting (Valentine's theme)",negativo,costos,estrellas=5 | lex_neg:expensive | conector:but,0.3,alta,negativo
gm_49952a6139c3d236,Circuito Mágico del Agua,Google Maps,en,5,2020-02-16T02:07:04.007Z,"It's very crowded on weekends, but it was a nice experience, specially the main water spectacle. I can't talk about the restroom facilities cause I never used it, but take your precautions",negativo,costos,estrellas=5 | lex_neg:crowded | conector:but,0.3,alta,ausente
gm_49952a6139c3d236,Circuito Mágico del Agua,Google Maps,en,5,2020-02-16T02:07:04.007Z,"It's very crowded on weekends, but it was a nice experience, specially the main water spectacle. I can't talk about the restroom facilities cause I never used it, but take your precautions",negativo,limpieza,estrellas=5 | lex_neg:crowded | conector:but,0.3,alta,negativo
gm_84b93f83e632a99c,Circuito Mágico del Agua,Google Maps,en,4,2022-12-08T20:06:11.267Z,"It is a nice way to have fun at one evening in Lima but obviously it is not a big highlight. I saw more locals than tourists here, but is was too crowded.",negativo,atencion_servicio,estrellas=4 | lex_neg:crowded | conector:but,0.3,alta,ausente
gm_9b334330f2395e1c,Circuito Mágico del Agua,Google Maps,en,4,2018-09-17T03:03:09.252Z,Quite crowded but the Circuito Magico del Agua is worth the visit. Very surprised that the park only opens at 15:00.,negativo,atractivos,estrellas=4 | lex_neg:crowded | conector:but,0.3,alta,negativo
gm_b931ba759ee87111,Circuito Mágico del Agua,Google Maps,en,4,2023-05-03T13:18:42.326Z,"An interesting park worth the S/4 entry fee. It was very crowded, but people were generally kind and shared the space well. The Magic Fountain ""show"" was underwhelming, but the fountains are all entertaining nonetheless! The tunnel connecting the two parks was open during our visit. We did not attempt to use the restrooms, but they are apparently paid entry. Driving near the entry is incredibly congested, but entry itself was swift.",negativo,atractivos,estrellas=4 | lex_neg:crowded | conector:but,0.3,alta,negativo
gm_b931ba759ee87111,Circuito Mágico del Agua,Google Maps,en,4,2023-05-03T13:18:42.326Z,"An interesting park worth the S/4 entry fee. It was very crowded, but people were generally kind and shared the space well. The Magic Fountain ""show"" was underwhelming, but the fountains are all entertaining nonetheless! The tunnel connecting the two parks was open during our visit. We did not attempt to use the restrooms, but they are apparently paid entry. Driving near the entry is incredibly congested, but entry itself was swift.",negativo,costos,estrellas=4 | lex_neg:crowded | conector:but,0.3,alta,negativo
gm_b931ba759ee87111,Circuito Mágico del Agua,Google Maps,en,4,2023-05-03T13:18:42.326Z,"An interesting park worth the S/4 entry fee. It was very crowded, but people were generally kind and shared the space well. The Magic Fountain ""show"" was underwhelming, but the fountains are all entertaining nonetheless! The tunnel connecting the two parks was open during our visit. We did not attempt to use the restrooms, but they are apparently paid entry. Driving near the entry is incredibly congested, but entry itself was swift.",negativo,limpieza,estrellas=4 | lex_neg:crowded | conector:but,0.3,alta,neutro
gm_beb3e88f1e4eafe5,Circuito Mágico del Agua,Google Maps,en,4,2024-12-30T17:03:50.229Z,A happy place! There were fast moving long lines to get in but word of advice - buy your tickets online and you’ll be able to cut through quickly. The fountains are very entertaining and good sights to behold. Only drawback is that there weren’t enough seating options. Crowded but people kept moving so wasn’t bad at all. The variety of fountains was indeed magical and kept everyone smiling. The barricades around some of the fountains seemed off putting and hence the lack of five stars,negativo,atractivos,estrellas=4 | lex_neg:crowded | conector:but,0.3,alta,negativo
gm_beb3e88f1e4eafe5,Circuito Mágico del Agua,Google Maps,en,4,2024-12-30T17:03:50.229Z,A happy place! There were fast moving long lines to get in but word of advice - buy your tickets online and you’ll be able to cut through quickly. The fountains are very entertaining and good sights to behold. Only drawback is that there weren’t enough seating options. Crowded but people kept moving so wasn’t bad at all. The variety of fountains was indeed magical and kept everyone smiling. The barricades around some of the fountains seemed off putting and hence the lack of five stars,negativo,costos,estrellas=4 | lex_neg:crowded | conector:but,0.3,alta,positivo
gm_beb3e88f1e4eafe5,Circuito Mágico del Agua,Google Maps,en,4,2024-12-30T17:03:50.229Z,A happy place! There were fast moving long lines to get in but word of advice - buy your tickets online and you’ll be able to cut through quickly. The fountains are very entertaining and good sights to behold. Only drawback is that there weren’t enough seating options. Crowded but people kept moving so wasn’t bad at all. The variety of fountains was indeed magical and kept everyone smiling. The barricades around some of the fountains seemed off putting and hence the lack of five stars,negativo,limpieza,estrellas=4 | lex_neg:crowded | conector:but,0.3,alta,negativo
gm_f3092f5c28460f3e,Circuito Mágico del Agua,Google Maps,en,4,2022-06-01T04:44:44.863Z,"A large park with several water fountains. The main attraction here is the light show that they project onto the misty waters at night time. If you've ever been to Disney, the show is very much like FantasMic but with a Peruvian twist. It's something nice to do and isn't very expensive.",negativo,atractivos,estrellas=4 | lex_neg:expensive | conector:but,0.3,alta,negativo
gm_f3092f5c28460f3e,Circuito Mágico del Agua,Google Maps,en,4,2022-06-01T04:44:44.863Z,"A large park with several water fountains. The main attraction here is the light show that they project onto the misty waters at night time. If you've ever been to Disney, the show is very much like FantasMic but with a Peruvian twist. It's something nice to do and isn't very expensive.",negativo,costos,estrellas=4 | lex_neg:expensive | conector:but,0.3,alta,negativo
gm_c172391a9693e51e,Ciudadela de Kuélap,Google Maps,es,5,2018-09-16T18:12:37.245Z,"Lugar que se sale un poco de la ruta turística habitual del país, pero que sin duda merece la pena. Ahora es más accesible gracias al teleférico. Cuando nosotros lo visitamos todavía no estaba instalado, y llegar era mucho más costoso, y aun así valió la pena. Se puede pasear por las ruinas sin agobios. El entorno es impresionante.",negativo,atractivos,estrellas=5 | lex_neg:costoso | conector:pero,0.3,alta,positivo
gm_c172391a9693e51e,Ciudadela de Kuélap,Google Maps,es,5,2018-09-16T18:12:37.245Z,"Lugar que se sale un poco de la ruta turística habitual del país, pero que sin duda merece la pena. Ahora es más accesible gracias al teleférico. Cuando nosotros lo visitamos todavía no estaba instalado, y llegar era mucho más costoso, y aun así valió la pena. Se puede pasear por las ruinas sin agobios. El entorno es impresionante.",negativo,costos,estrellas=5 | lex_neg:costoso | conector:pero,0.3,alta,positivo
gm_c172391a9693e51e,Ciudadela de Kuélap,Google Maps,es,5,2018-09-16T18:12:37.245Z,"Lugar que se sale un poco de la ruta turística habitual del país, pero que sin duda merece la pena. Ahora es más accesible gracias al teleférico. Cuando nosotros lo visitamos todavía no estaba instalado, y llegar era mucho más costoso, y aun así valió la pena. Se puede pasear por las ruinas sin agobios. El entorno es impresionante.",negativo,accesibilidad,estrellas=5 | lex_neg:costoso | conector:pero,0.3,alta,positivo
gm_6f4f074165405131,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,5,2018-03-02T10:33:27.817Z,The best way to see tle lines is to take a flight whis is quite expensive. But you will to that onice in a life ;) ❤🏞🌞🔝,negativo,costos,estrellas=5 | lex_neg:expensive | conector:but,0.3,alta,negativo
gm_795a4edec2e47fd8,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,5,2016-03-20T17:06:41.453Z,"Read about them all you like, but to get a trip up in a not overly expensive little plane to ($70 ish) seem them is pretty cool. They are quite clear, but be warned that if you get travel sick at all this may not be for you. I do and felt APPALLINGLY unwell as the plane chopped from side to side to allow views out of the side windows. That said, still a 5* experience. :) To say they are out in the sticks too would be a vast understatement!!!",negativo,atractivos,estrellas=5 | lex_neg:expensive | conector:but,0.3,alta,neutro
gm_795a4edec2e47fd8,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,5,2016-03-20T17:06:41.453Z,"Read about them all you like, but to get a trip up in a not overly expensive little plane to ($70 ish) seem them is pretty cool. They are quite clear, but be warned that if you get travel sick at all this may not be for you. I do and felt APPALLINGLY unwell as the plane chopped from side to side to allow views out of the side windows. That said, still a 5* experience. :) To say they are out in the sticks too would be a vast understatement!!!",negativo,costos,estrellas=5 | lex_neg:expensive | conector:but,0.3,alta,negativo
