review_uid,accesibilidad,alojamiento,atencion_servicio,atractivos,costos,gastronomia,limpieza,seguridad,destination,pool,stars,text_clean
gm_9360b05453502e02,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,A_representativo,4,"Nice place, be prepared to climb a lot of stairs to get to the top."
gm_9360cf38c7e87412,ausente,ausente,ausente,ausente,ausente,positivo,ausente,ausente,Museo de Sitio Huaca Pucllana,A_representativo,4,"The Huaca Pucllana plus de details of the decorating give an excellent atmosphere... the most of place are very delicious, Pico Sour is perfect, the Tacu Tacu isn't good, the meet is to hard."
gm_93ab511781e639ba,ausente,ausente,ausente,positivo,positivo,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,B_minado,4,El lugar es hermoso lo malo es el pago adicional que se debe hacer a los guias deberia estar incluido en el pago de entrada
gm_942370d6b79db94f,positivo,ausente,ausente,neutro,positivo,ausente,ausente,ausente,Circuito Mágico del Agua,B_minado,5,"Well worth a visit, especially at the price of 5 soles each! Get a taxi each way for an affordable evening out. Was slightly disappointed parts were cornered off for a seperate event which cost significantly more (and had huge lines) but otherwise really enjoyed exploring the place and seeing the different water features as well as the live show. Looks best after sunset."
gm_942d5e2f0a3988c6,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,5,"An inkan site made with giant perfect rocks. It is an easy access must-see place before going to Machu Picchu, to be amazed by the excellent stone work."
gm_943450614fbfd1b1,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,B_minado,2,"The historic pyramid is very nice and interesting, but the way the animals are treated seems very sad and it does not seem necessary at all to „showcase“ them in the tour."
gm_947481264b4e091f,neutro,ausente,positivo,negativo,negativo,neutro,neutro,ausente,Santuario Histórico de Machu Picchu,B_minado,1,"Machu Picchu is a tourist trap, I don’t recommend going there. You pay for entrance ticket, train, bus, toilets, everything. And have to wait in lines in every point for so long. The trip from Cusco and back took 16 hours and more than 200 dollars for what??? Only 1 hour walk through the route. The ruins aren’t impressive because they are not original but rebuilt. Go to other ruins around Cusco instead. And the last recommendation: do not be caught on trap, treat locals as they treat you. Don’t overpay, bargain when possible, don’t leave tips because you were already changed twice, bring your own food and drinks to have a lunch."
gm_94ceeb1f2ce8791d,negativo,ausente,ausente,negativo,ausente,ausente,negativo,ausente,Líneas y Geoglifos de Nasca y Palpa,B_minado,3,"Es posible visualizar tres de las figuras desde el mirador instalado a la vera de la carretera Panamericana. Sus líneas son de unos 20 cm de ancho y el tamaño de las imágenes es fácilmente visible desde baja altura. El mantenimiento del sitio es escaso, con basura acumulada, baños en estado higiénico terrible, y tejido plástico que perturban la vista de la figura que se encuentra atravesada por la carretera. It is possible to view three of the figures from the viewpoint installed on the side of the Pan-American Highway. Its lines are about 20 cm wide and the size of the images is easily visible from low height. The maintenance of the site is scarce, with accumulated garbage, bathrooms in terrible hygienic state, and plastic fabric that disturb the view of the figure that is crossed by the road."
gm_94d2603a724dc9ae,ausente,ausente,ausente,negativo,ausente,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,5,Una aventura llena de historia y asombro por tal magnífica edificación en la época de Piedra.
gm_94f1837fd6e41263,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,B_minado,5,"Lindo lugar ,Histórico ,sábados y domingos está la opción de alquilar bicletas para movilizarse desde el museo hasta la zona arqueológica"
gm_951b76571aecc17e,positivo,positivo,ausente,positivo,positivo,positivo,ausente,ausente,Huacas del Sol y de la Luna,B_minado,5,"Cuál es la mejor temporada para visitar la Huaca del Sol y la Luna? Se puede visitar durante todo el año. Pero, se tiene que tener en cuenta que durante los meses de enero a marzo el clima en Trujillo es bastante caluroso y durante los meses de abril a diciembre es más fresco.Está ubicada al norte del Perú en el departamento de la libertad, a unos 5 km al sur de Trujillo. Se puede visitar este complejo arqueológico de lunes a domingo de 9:00 a.m. hasta las 4:00 p.m. Los tickets de entrada tienen un precio de S/. 10.00 para adultos. Qué llevar: Calzado cómodo, gorro para el sol, anteojos de sol, bloqueador solar, snack, agua y ropa cómoda y un poco de plata..😋 Es obligatorio tener un documento de vacunación con esquema completo.. En mí caso que vivo en tumbes puedo comprar paquetes online por el Tripavisor ó de lo contrario tomar un bus. Tumbes a Trujillo en Bus Oltursa es la principal empresa de transporte que cuenta con esta ruta en su itinerario, ofreciendo pasajes a precios económicos de 70 y 90 soles. Los buses salen desde el terminal., que queda en la calle principal. Con relación a los alojamientos, es muy simple, se busca por Booking que tiene muy buenas ofertas, claro está que hay que hacer las reservas con anticipación. Hay presupuestos y presupuesto todo depende como uno se organize y cuánto dinero quería gastar. SUERTE EN VIAJE!!"
gm_9520edb3861d7de6,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,A_representativo,3,Alumnos de Huancarqui del 6to grado disfrutando de su viaje de promocion gracias alcalde del distrito sr Fony CardenasUrquizo
gm_959cf2c4701ffa1a,positivo,positivo,positivo,positivo,positivo,neutro,ausente,ausente,Sitio Arqueológico de Ollantaytambo,B_minado,5,"Ollantaytambo is a destination that combines historical intrigue with a bit of a physical challenge. The ascent involves a somewhat demanding staircase with quite a few steps. While it's not exceptionally high, be prepared for the climb. The entrance to Ollantaytambo is conveniently included in the partial ticket that covers four significant sites: Ollantaytambo, Moray, Pisac, and Chinchero. These are the typical inclusions in a one-day Sacred Valley tour, the ticket is not included in the tour and it costs 79 soles. If you're a student or a minor, you'll be eligible for the general ticket, which grants access to many more sites. However, if you're traveling with a group or on a tight schedule, you might not be able to fully take advantage of it. You can find tours starting at 100 soles or opt for private tours around 180 soles. I recommend purchasing the tour once you're in Cusco, as they tend to be more affordable than booking online, where they can go for around $70, which is almost double the cost. The main difference is the quality of the food. The tour I paid for was approximately 120 soles, and while the food wasn't exceptional, it was decent. Our guide recommended staying in ollantaytambo (which is almost at the end of the tour) to facilitate an early morning departure to Machu Picchu since it's much closer to the Ollantaytambo train station. The journey takes about an hour and a half, allowing you to arrive at Machu Picchu early and return later. In my case, I had already booked my round trip to Cusco, but I think is a good advise for people who is planning on going soon. Overall, Ollantaytambo has awesome views and an amazing history behind, I’m pretty sure you’ll enjoy, you definitely need a tour guide to go here, otherwise you won’t enjoy it as much. You can also buy souvenirs here."
gm_95a29715405611ec,ausente,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,A_representativo,4,Lovely place showing you some history. Don’t take what the guides say too seriously
gm_95abc99a675a6438,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,A_representativo,2,"Playa hermosa de 5 estrellas. Fuí hoy pero lamentablemente debi retirarme, demasiada gente y nada de distanciamiento, casi todos sin mascarilla!"
gm_968ec8830d5dc46f,negativo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Ciudadela de Kuélap,B_minado,3,"Enero 2023 se mantiene cerrada la ciudadela por el derrumbe de año pasado. El tour solo vale la pena por el teleférico pero no se puede ingresar a la ciudadela, una lástima. Si quieren ir, averiguen primero si ya se puede ingresar. La caverna de Quiocta también está cerrada por un proyecto de iluminación hasta marzo según me dijeron, así que el tour a Carajia y Quiocta ya no es el mismo."
gm_96eec0d0bb1c807f,ausente,positivo,ausente,positivo,ausente,ausente,ausente,ausente,Circuito Mágico del Agua,A_representativo,5,"An amazing park, definitely make it a point to stay for the special water show, it is absolutely beautiful and breathtaking! Get there early to get seats to the show, otherwise you'll have to sit on the grass. Regardless of where you sit, just be sure to watch the show!"
gm_9711b51677d33970,neutro,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,A_representativo,3,"Un buen para visitar, lo malo es que no hay muchos accesos para personas con silla de ruedas; yo fui con mi padre que está en silla de ruedas y apenas pudimos acceder a algunos lugares, creo que también deberían tener en cuenta a las personas que no pueden movilizarse por sí solas y solucionar este tipo de detalles porque todos tenemos derecho a poder visitar y admirar nuestra historia"
gm_97a58848f959210d,ausente,positivo,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,A_representativo,5,"Toda la reserva es un lugar para ver hermosos paisajes cercanos al mar, playas solitarias muy buena pesca y excelente sitios para acampar."
gm_983cea504ed5a16e,positivo,neutro,ausente,negativo,neutro,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,B_minado,1,"CORRUPTION ALERT! Important: this review is NOT about Machu Picchu itself. Machu Picchu is extraordinary and deserves every bit of its reputation. This review is about the management of the ticketing system and the openly tolerated corruption surrounding it. The current circuit reservation system is a mess. We planned our trip months in advance and specifically wanted Circuit 2. We checked availability online repeatedly, including several months before arrival, and it appeared unavailable. We accepted that and adjusted our plans. Then we arrived in Peru and discovered that there were hundreds of tickets available locally for the very circuits that had supposedly been unavailable online. If tickets exist, they should be visible and accessible through the official system. If they are being intentionally reserved for local sales, that should be clearly explained. The lack of transparency makes the entire process feel arbitrary and unfair. What happened inside Machu Picchu was even worse. The site management constantly emphasizes the importance of circuit controls, visitor limits, and strict regulations to protect the monument. Yet while standing near entrances to other circuits, we were approached multiple times by guides who openly suggested they could get us access in exchange for extra cash. We did not ask for this. We were not looking for loopholes. The offers came to us. Not once. Not twice. Multiple times. The most disturbing part was how normal it seemed. There was no hesitation, no attempt to hide it, and guides appeared to be communicating with one another. It gave the impression that everyone knows it is happening and nobody cares enough to stop it. So what exactly is the purpose of all these strict regulations if they can be bypassed with a cash payment? Visitors are told that access restrictions are essential to prevent overcrowding and protect one of the world’s most important archaeological sites. Yet at the same time, people are openly offering ways around those restrictions for money. That is not conservation. That is not heritage protection. That is a system that risks undermining its own credibility. Machu Picchu deserves better than this. The people responsible for managing access should focus less on creating confusing ticketing rules and more on addressing the corruption that visitors can see with their own eyes. If employees, guides, or contractors are openly soliciting unofficial payments at one of the world’s most famous cultural sites, that should be treated as a serious problem and investigated immediately. The monument is incredible. The management experience was deeply disappointing."
gm_985c7e42ad14745f,neutro,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,A_representativo,4,Definitely worth a trip from Cuzco or Urubamba. Don't miss climbing to the top to get views of the small town squeezed between surrounding mountains.
gm_98ab19686c5899d5,ausente,positivo,ausente,positivo,ausente,positivo,ausente,ausente,Sitio Arqueológico de Ollantaytambo,A_representativo,5,A must see place in Peru. One of greatest monuments remain from pre Colombian time. If you going to Machu Picchu your trip probably start from here and you can't miss it. It was amazing early in the morning while sit in hotel garden and drink coffee to watch it infront during sunrise.
gm_98d61bf10a75fc94,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Circuito Mágico del Agua,A_representativo,5,"Pretty damn amazing, honestly. I don't typically link like tourist attractions and stuff but this was REALLY COOL"
gm_98f54d5e992ee99a,neutro,ausente,ausente,ausente,positivo,ausente,ausente,ausente,Valle del Colca,A_representativo,5,Get there for 9am sharp S/. 200 for a private taxi for the day. Worth it as its an 1.5h trip and you can stop at villages on the way back.
gm_992c6b1a3962a767,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,B_minado,5,"This place is just wonderful anytime. The power of nature and the beauty of the worst is insane. I enjoyed the hiking treks, discovering traditions, meetings with local people, and to we their lives in their natural environment. It was just a whole life experience and I would love to do it anytime and again. Thank you 🌞🇵🇪"
gm_996881dd4a98e1f3,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,A_representativo,5,Wow al menos 1 vez en la vida deben visitar ese paraíso me fui llena de buena vibra y con ganas de volver...
gm_998484c1eed87520,neutro,neutro,ausente,neutro,neutro,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,B_minado,4,"Stepping into the Ollantaytambo Sanctuary is like entering a giant stone Sudoku puzzle built by celestial civil engineers. Terraces rise like ancient ziggurats, water channels still flow with supernatural precision, and massive boulders cling to mountainsides as if Newton had never existed. You climb , slowly, dramatically, gasping , not just from altitude but awe. Every step upward is a stairway to cosmic confusion. How did they move these stones? Why do the sunbeams hit exactly the right notch on the solstice? And why is that random llama staring into my soul? The Temple of the Sun? Part sun dial, part cosmic WiFi router. The granaries perched across the valley? Possibly Incan refrigerators, possibly alien Airbnb. 👣 Pro tip: Start early. Tourists swarm like guinea pigs on coca leaf. But by 7:30am, it’s just you, the stones, and the whispers of empires past."
gm_99912bf8dd0b90dc,ausente,positivo,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,B_minado,3,La reserva nacional de Paracas es espectacular. Podrían invertir un poco más en infraestructura para atraer más turismo. Se debería incentivar el turismo ecológico de bajo impacto ambiental.
gm_99aeef3d6723984f,negativo,ausente,ausente,ausente,ausente,neutro,ausente,ausente,Sitio Arqueológico de Ollantaytambo,B_minado,2,Poor city with only can go hiking.food not acceptable healthy . please bring mosquito protection a lot...
gm_99ec4697287c718c,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,A_representativo,5,"Sitio arqueológico en donde encontrarás una ciudadela de barro con patios, cuartos, almacenes, etc. Recomiendo visitar..."
gm_9a158c619e51e988,ausente,ausente,ausente,ausente,ausente,ausente,ausente,positivo,Catarata de Ahuashiyacu,B_minado,3,"Bien cuidada y limpia, el tiempo de permanencia en el lugar es restringido sólo te dan una (1) hora."
gm_9a1da4fd45cb2e26,negativo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,A_representativo,5,2 day 1 night trekking was very hard but very beautiful. A must do when in peru.
gm_9a377a24b8540611,positivo,ausente,positivo,positivo,neutro,ausente,positivo,ausente,Ciudadela de Kuélap,B_minado,4,"Vale la pena pasear en el teleférico, cómodo, seguro, sin colas y un excelente servicio... Pero, una vez que bajas de la cabina se acabó la buena experiencia, no te explican que tienes que hacer una caminata de aproximadamente 1 hora hasta las ruinas (kilómetro y medio de subidas y bajadas), por un camino donde los primeros 200 metros están bien conservados y el resto es un desastre. Al llegar a la fortaleza, supuestamente, tienes que haber sacado un ticket en línea y solo deberían entrar 13 personas a la vez por 45 minutos. En mi turno dejaron entrar como a 30. Osea, por las puras uno saca un turno. Los 45 minutos son en verdad 15, por qué lo que está habilitado para recorrer es solo una mínima parte. Bueno, en verdad es a criterio de los de seguridad, por qué habia un trayecto mayor para recorrer pero sin mayor explicación, solo el YO estoy diciendo que no se puede ir por allá, te impiden hacer un mayor recorrido. Si no está listo para recibir turismo, por qué no lo cierran y se dedican a hacer las cosas bien."
gm_9a4a7b3ae76b5fe5,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,"Muy bonito lugar, cerca a Tarapoto. Se puede bañar en la poza de la catarata."
gm_9a671cb504a82ab7,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,4,"Un lugar misterioso e inquietante... Donde se mezclan teorías científicas, con mitos, leyendas e invenciones de OVNIS... Aún así, el lugar es súper interesante por la dimensión de los dibujos, la dificultad de trazarlos con esa perfección y perspectiva aérea, desde el suelo. Vale la pena como curiosidad, sobretodo por tierra que puedes ""saborear"" más las formas. Por el aire se ven, pero demasiado efímero, para mi gusto. Por tierra no se pueden ver todas, pero las que se ven... Son muy top!"
gm_9ac4fcb12015bb9f,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,5,"Despite all warnings I took the flight and it was great! Stunning views of that figures from the plane. Later I was told that I did it right by coincidence. Go there in the morning hours, the wind is weak and the flight was even calmer than some domestic flights with jets. But in the afternoon the weather changes and as far as I was told, the flight turns into a rollercoaster drive."
gm_9b2d6dd050ab285b,negativo,ausente,positivo,neutro,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,3,"Worth going to as it's probably the best ruin near Cusco and it's still got many interesting aspects. However, I was quite disappointed since I went to this ruin after seeing Macchu Picchu and the other better-preserved ruins on the Inca Trail (such as Wiñay Wayna which was my favourite). Unfortunately, (I imagine due to the Colonialists) the ruins which were not hidden away would have been heavily damaged. Perhaps I would have had a much more enjoyable experience had I hired a guide and if I had gone before going to the other ruins."
gm_9ba3bafee8ce4c44,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,A_representativo,5,"Bonita forma de aprender más de nuestra cultura, si vas con carnet universitario hay descuento.😊🤩"
gm_9be775997171b19d,ausente,ausente,ausente,neutro,ausente,ausente,negativo,ausente,Sitio Arqueológico de Ollantaytambo,B_minado,4,"Good view, bad bathroom. No toilet paper and Urinal out of order. 3.14/10 -Men's bathroom Female's bathroom No toilet paper Both rooms are a little dirty and you need to buy toilet paper outside."
gm_9c05597eb5edd373,neutro,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,5,a walk from downtown Cusco. fantastic view beautiful place for a picnic and tremendous architecture!
gm_9c167f06df243893,ausente,ausente,neutro,ausente,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,B_minado,5,"It's an incredible place to visit! The biggest archeological site in the city of Cusco. The best time to visit is in the morning, because it gets to crowded in the afternoon. Make sure you are with a tour guide to get better understanding of the site."
gm_9c81a3a300c6fea3,neutro,ausente,neutro,positivo,ausente,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,A_representativo,4,S/.12 entrance. Very interesting tour with english speaking guide. Site an historical ruin made of adobe bricks.
gm_9c96cd5dc0b9c0cd,ausente,ausente,ausente,ausente,ausente,ausente,ausente,negativo,Sitio Arqueológico de Ollantaytambo,A_representativo,5,Touching place for archeology lover! Facinating ancient building and technology. Be careful of ladders (a bit harder than Machu Picchu).
gm_9c995ec53a2f35d2,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,B_minado,1,Muy bacán le recomiendo a conocer para los que no conocen y una aventura de triyquin
gm_9dd95c89b5635d73,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,5,"One of my favorite place in Cusco. Especially, from top of the ruins, we can see whole Cusco city, very beautiful. This place was destroyed by Spanish people to get the material for their construction in Cusco. I dream to see the perfect Sacsayhuaman fort in Inca age!"
gm_9e4adc60bb74defb,ausente,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,A_representativo,5,Es un museo digno de visitar para conocer la forma como nuestros ancestros de Sipan vivieron y nos dejaron valioso legado
gm_9e6e57da715bf189,neutro,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,A_representativo,5,Las vistas son increíbles. La carretera pudiera mejorar pero vale totalmente la pena ir.
gm_9e8b70aaf84ffd1d,ausente,ausente,neutro,sin_consenso,ausente,ausente,ausente,negativo,Valle del Colca,B_minado,1,"PACHAMAMA & Ludwin a COMPLETE FAKE!!!! be ware with this man and his services, he was NOT! a certified tour guide; promoting unempolyment on the locals, creating a monopoly for himself advantage, not accurate info about the region, neither about true living culture, hes not from the area as we were asking some few questions we figure it out. When we asked in Peru Info what a dissapoinment his business is not a legal one, avoiding taxes in the real bad and ilegal way. DO NOT be surprised by this SCAM!!!!"
gm_9e9c95ba4a6cb2e3,ausente,ausente,ausente,negativo,ausente,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,5,It's older then anything the Incas built and the sure it's massive. Best thing not crowded. Come up here rather than Cuzco you won't be disappointed
gm_9f48ddba8d36152f,negativo,ausente,ausente,negativo,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,B_minado,4,El museo de sitio esta bien estructurado y didáctico. Lo malo es que en el recorrido dentro de la zona arqueológica no se puede ingresar a las ruinas a conocer por dentro las edificaciones
gm_a04279b27bedf717,positivo,ausente,ausente,positivo,positivo,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,B_minado,3,"Mixed feelings about this wonder. Yes the site is magical, as the clouds slowly lift. But well, as you get limited to a basic circuit you can't even explore the ruins or benefit from any explanation. Is it worth the investment in time and money to get there, feeling ripped off by the train companies and the soulless village below ? There are many other wonders in Peru I would recommend..."
gm_a055158efdb02fda,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,A_representativo,5,I can spend hours telling people how magnificent Machu Pichu is but I will never be able to fully describe it. You really need to see it yourself. It is a breathtaking wonder.
gm_a0b90b7a78f2fffd,positivo,positivo,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,A_representativo,4,"Nice place for hiking, biking, birding, Riding, camping and other outdoor activity. Enjoy your next Adventure with Perú Adventure Tours."
gm_a0eb82b97ebe350f,ausente,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,A_representativo,4,"Muy buena experiencia, educativo y cultural solo falta mejor trato por parte de la encargada de consignia o custodia de objetos personales mas amabilidad no esta de mas."
gm_a0f89119b3645ce6,neutro,ausente,neutro,positivo,positivo,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,B_minado,3,"Impressive piles of huge stones unless you come with a guide or a tour. Plaques in the historic park only state the name of the location/exhibit in Quechua, without anything relevant interpretive narrative to aid appreciation of its historic and cultural significance. I didn't even see a map of the park near the ticket offices/entrances. So self guided visitors can only follow the arrows to finish the tour. You must buy a partial (combo) tourist ticket for 4 historical sites, size a ticket for Saqsaywamam alone isn't available. But at the end of the self-guided tour, there is no signs pointing you to the next attraction included on the ticket. We had to ask at the ticket office since we didn't have a taxi waiting to take us there."
gm_a12bfbf35929bc2b,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,B_minado,5,"We went with an organized tour but it was a lot of fun, the pilots were great and saw all the lines"
gm_a1564c4b0a26bc15,neutro,ausente,neutro,neutro,negativo,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,B_minado,4,"Tiene una estructura imponente desde afuera, las entradas varían depende la edad, pero no es tan caro. No te permiten ingresar con cámaras o celular al museo. El recorrido es rápido si lo haces sin guía, el guía cuesta 30 soles, el recorrido con el guía puede durar hasta una hora y media"
gm_a18a89bc30b43a69,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,A_representativo,4,"La estructura interna del museo es muy buena, la distribución y los objetos hallados en Sipan es impresionante. Sólo falta implementar la feria. Recomendado el lugar para ir a conocer un poco más de la Cultura Moche."
gm_a1f1a4675cd06592,ausente,ausente,ausente,positivo,neutro,ausente,neutro,ausente,Circuito Mágico del Agua,B_minado,3,"It's a nice place, makes for nice pics. The show itself was a bit tiring in my opinion. Didn't like the restrooms at all, and you have to pay to use them. It was very crowded."
gm_a1f25224d1f7959e,ausente,ausente,ausente,positivo,neutro,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,A_representativo,5,"Definitely worth visiting if you’re in Lima. The guided tour is obligatory, but it’s only about an hour and costs 15 soles. Just don’t forget sunscreen."
gm_a21c685b2c103521,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,B_minado,3,"Traten de ir temprano, se llena de gente y no se puede tomar buenas fotos."
gm_a2c782e1cca7e705,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,A_representativo,5,"Excelente experiencia en el cañon del Colca, Chivay, baños termales entre otras rutas, recomendado para ir con la familia y amigos..."
gm_a2cb6aebd7029305,ausente,positivo,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,A_representativo,5,un buen lugar para ir a pasear sin duda por la reserva pero no olvidar ir alas playas una de ellas playa la mina
gm_a324be6440a5851a,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,B_minado,5,Tuve que esperar casi hora y media hasta que por fin salió el cóndor y fue una vista espectacular. De hecho salieron 3. Verlos volar fue estupendo.
gm_a32d79bc57ed378a,neutro,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,5,"Son las historicas líneas elaboradas por las culturas indígenas peruanas. Es posible hacer recorrido en avioneta y por tierra. Por tierra sólo se observan algunas de ellas, pero el recorrido es interesante, se puede acceder a varios miradores e ingresar al Museo de María Reiche, quien fue la mujer que las descubrió y dedico su vida a explorarlas y documentarlas."
gm_a33db3009a6117b7,neutro,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,B_minado,3,El museo es excelente pero el ingreso a las ruinas esta prohibido y es un gran problema ya que uno asiste para ver la arquitectura del lugar.
gm_a39c778437d4f620,negativo,ausente,ausente,neutro,ausente,ausente,ausente,positivo,Santuario Histórico de Machu Picchu,B_minado,3,"I understand how Machu Picchu could once have been named one of the seven wonders of the modern world upon its discovery. A sacred place, suspended in the mountains and untouched by time — it must have felt like magic. But that time is long gone. Today, it’s overwhelmed by mass tourism. What truly broke it for me was seeing tourists cross safety barriers just to laugh and take selfies, ignoring the guards like misbehaving children. It made me question why I came at all. A place like this should be empty, inaccessible, preserved. I won’t return. I honestly hope it’s one day closed to protect its beauty and the peace it deserves. But in a capitalist world with millions of people all following the same paths — myself included — that probably won’t happen any time soon"
gm_a3ba8dbf5fbd7213,neutro,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,A_representativo,4,We did a 2 days hike through the Colca Canyon. The views are absolutely amazing! To be honest we didn’t expect it would be such a long way up on the second day. 6 km with an elevation of 1000 meters.
gm_a3ff5680864f1aa7,negativo,ausente,positivo,neutro,ausente,neutro,neutro,ausente,Santuario Histórico de Machu Picchu,A_representativo,5,"Obviously it's an experience to be at Machupicchu, one of the best I have had alongside Egypt, Petra and Ajanta Ellora. Few musts: 1. Reach the bus station 1 hr before your entrance time 2. Must have a guide at the ruins and tell your guide that you want to know about the place and the guide is not hired to only click pictures 3. Book the longer trails, like 1 and 2. 4. If fit enough, do the Montana Machupicchu hike additionally. But it's 2 hrs hike, so be aware of physical requirements. Specially coming down will have more stress on your knees and thigh 5. No restrooms inside the site. There is one before entering 6. You can take water bottle and some snacks with you. So good idea to carry them in a bag, specially if you are doing the hike 7. Selfie sticks are not allowed. But you may sneak in a small selfie stick inside your bag 8. Walking sticks are generally not allowed. But probably they make consideration for people hiking the mountain. Check at entrance 9. After coming down from the mountains, tell the guards you want to take panoramic pictures of the ruins. They will guide you through trails which are otherwise closed to the middle platform 10. There are some friendly llamas at the ruin. Try to entyce them near with grass/leaves and take good pictures"
gm_a422a5437bebf010,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,A_representativo,5,Imperdible. Todo el cañón con múltiples atracciones para los que disfrutan de la naturaleza y de la antropología.
gm_a47c7e35619e237d,ausente,neutro,positivo,ausente,neutro,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,B_minado,3,"It costs 12 soles to get in. There are frequent tours in English. The guide was very good. At one time it was used as a motocross course. They have a small room with artifacts and then several displays around the site. They also have some animals (guinea pig, alpaca..) and a small garden of local plants. It will take them years to excavate the whole site. Worth the admission price but not spectacular."
gm_a47fbc726425bd87,ausente,ausente,ausente,positivo,negativo,ausente,ausente,ausente,Huacas del Sol y de la Luna,A_representativo,5,"Amazing historic place, good guides in the area that offer private tours... quite expensive"
gm_a5b0078c522690ab,ausente,ausente,ausente,ausente,ausente,ausente,negativo,negativo,Huacas del Sol y de la Luna,B_minado,3,"Como se hace habitual, el gobierno central se lleva lo recaudado y la huaca luce descuidada"
gm_a5f6867e762d5c1f,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,A_representativo,5,Espectacular un lugar que si hay que visitar en Perú. Una historia fascinante y las piezas de colección del museo son únicas en el mundo.
