review_uid,destination,source,language_review,stars,publishedAtDate,text_clean,pool,atractivos,costos,seguridad,accesibilidad,limpieza,atencion_servicio,gastronomia,alojamiento
gm_79e0a8b10baf8cee,Catarata de Ahuashiyacu,Google Maps,es,5,2025-02-18T13:07:57.989Z,"Agua helada, lockers no disponibles, cola para fotos y para SSHH, pero,vale la pena el paisaje. Hay caminata de 7 min",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_373691ef84cdb811,Catarata de Ahuashiyacu,Google Maps,es,4,2018-12-21T12:51:05.635Z,"Fascinante, espectacular, la naturaleza en la palma de tu mamo y el contacto directo de toda la vida silvestre. Desde el ingreso muy bien trabajado, con puentes peatonales muy bien planteados sin afectar en lo absoluto con el entorno. Peeeeeero debería de mejorarse las instalaciones, un mayor acabado le dará el toque de distinción que ayudaría mucho al atractivo turístico. Sólo éso...",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_671dd18b99ebb2a9,Catarata de Ahuashiyacu,Google Maps,es,3,2021-11-01T17:24:59.048Z,"Bonita, pero muy concurrida ya que esta a 10 min de tarapoto, se puede nadar pero es pequeña, lo bueno es que se entra por turnos así que traten de ir temprano para entrar primeros y aprovechar",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_cca4c379f40abd63,Catarata de Ahuashiyacu,Google Maps,es,3,2018-10-10T01:43:43.574Z,"Bonita pero no es espectacular, me dicen que mejor es subir más y ver las nuevas cataratas",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ca6782b22352d3e6,Catarata de Ahuashiyacu,Google Maps,es,5,2022-05-22T21:59:38.151Z,"Excelente lugar para conocer en la ciudad de Tarapoto, la catarata es algo fría pero una vez dentro vale la pena llegar a ese punto. Durante el viaje se puede parar en un mirador de la cordillera que permite ver dos cascadas a lo lejos, una de ellas Ahuasiyacu. La persona que nos llevó fue el señor Carlos Arévalo, conocido como el charapo. El hace recorridos a diferentes puntos de la ciudad y es muy atento y cuidadoso con el servicio. Los precios son módicos, si cotizas con otros tours puede ser un poquito más caro, la diferencia es que vas solo y te tomas el tiempo que deseas, buena experiencia de viaje.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_6bdf5556c84004e1,Catarata de Ahuashiyacu,Google Maps,es,5,2022-10-15T00:41:05.495Z,"Hermosa catarata ubicada a 45 minutos en auto, de la ciudad de Tarapoto. Llegas a una garita de control donde compras tu entrada y esperas tu turno para ingresar. Los turnos de ingreso son cada hora.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_72cc2acf102f681d,Catarata de Ahuashiyacu,Google Maps,es,3,2019-01-19T17:19:10.167Z,"Un lugar agradable para estar en contacto con la naturaleza, se puede ir en moto o carro que van a Yurimaguas, costo aproximado de la moto S/. 40.00 traslado ida y vuelta.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ad8df1ac55c14b3c,Catarata de Ahuashiyacu,Google Maps,es,2,2019-11-20T20:06:11.953Z,Bonito lugar pero en mantenimiento y no te dejan ducharte en la catarata sin embargo te cobran lo mismo solo por caminar por las rocas,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_5a4b47b4b8665658,Catarata de Ahuashiyacu,Google Maps,es,3,2023-08-03T10:48:52.780Z,Lugar natural muy bonito para ser visitado por las familias con la finalidad de tener contacto con la naturaleza y hacer turismo,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_745945ed9674a693,Catarata de Ahuashiyacu,Google Maps,es,3,2022-01-04T20:00:37.929Z,"Bello lugar, cerca a la ciudad, un pequeño recorrido de subida empinada, casi resbalosa, para llegar a un paraje bello, apreciando una enorme caída de agua desde lo alto de la montaña, en una piscina natural mediana, con buena profundidad, abierta para bañarse, también para sumergirse. recomendable como lugar de visita turística, previo pago del ingreso.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_5ded555f4a9481d2,Catarata de Ahuashiyacu,Google Maps,es,3,2022-12-07T14:14:13.558Z,"Ir a las 10am, después se aglomera mucha gente y es difícil tomarse fotos y bañarse de forma tranquila",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_9a158c619e51e988,Catarata de Ahuashiyacu,Google Maps,es,3,2023-07-02T14:11:24.405Z,"Bien cuidada y limpia, el tiempo de permanencia en el lugar es restringido sólo te dan una (1) hora.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_a21c685b2c103521,Catarata de Ahuashiyacu,Google Maps,es,3,2022-07-28T04:24:56.108Z,"Traten de ir temprano, se llena de gente y no se puede tomar buenas fotos.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_2de8c540e70e0e8a,Catarata de Ahuashiyacu,Google Maps,es,4,2022-07-30T21:19:30.324Z,"Es un lugar muy bonito para pasar, lo malo de los días festivos mucha gente va y tienes que hacer cola.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_6e7b5827be9e34db,Catarata de Ahuashiyacu,Google Maps,es,2,2020-11-08T13:38:06.211Z,"El lugar es hermoso, pero sólo te dejan entrar x 45 minutos y te botan con megáfonos.... el costo de 20 soles para ingresar me parece totalmente excesivo y abusivo. En plena pandemia subieron el precio",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_0611d2aac60fecf9,Catarata de Ahuashiyacu,Google Maps,es,3,2020-03-18T03:41:48.460Z,"Esperaba algo mas espectacular, Tingo María tiene iguales recursos, falta que le den la importancia que se merece.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_6dba8847a6545046,Catarata de Ahuashiyacu,Google Maps,es,5,2018-11-12T17:18:16.103Z,"Es una maravilla natural donde se puede pasar un día genial junto a tus familiares o amigos , relajo , tranquilidad y felicidad total es lo que te espera en este lugar majestuoso.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_07e6bc8ab2970e78,Catarata de Ahuashiyacu,Google Maps,es,3,2021-05-24T23:38:39.807Z,Bonito Lugar. Me defraudó cuando llegue y no era muy grande el afluente acumulado,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_88ffc92d1bdc0299,Catarata de Ahuashiyacu,Google Maps,en,4,2019-07-22T17:51:53.610Z,Nice place to visit. Very relaxing. The water is a little on the cold side but feels good after the long hike to the falls. Be sure to ask prices from the venders before ordering. The food in the park was reasonable and good. The snack at the bottom before entering was extremely expensive. But souvenirs were reasonable,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_b53091e0adf6a729,Catarata de Ahuashiyacu,Google Maps,es,4,2025-02-25T18:58:40.120Z,"Muy bonito, lo único malo es que solo habían 3 cambiadores para mujeres, que provocó que se demore mucho en el cambiado.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_128dcbfb85a211f4,Catarata de Ahuashiyacu,Google Maps,es,4,2021-08-04T17:47:19.293Z,"Están atendiendo por turnos, debido a la pandemia con protocolos y todo como debe ser una pero por ello si quieres disfrutar sin tener que esperar es mejor ir desde temprano y días de semana porque sino tendrás que esperar por turnos. Por otro lado, es hermoso el panorama y las aguas son heladitas. Un lugar bastante recomendado para turistear.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_428b924f0f6c89d7,Catarata de Ahuashiyacu,Google Maps,es,5,2020-03-05T04:30:48.808Z,"Desde la plaza de Tarapoto en motocar (mototaxi) demora 40 minutos, en carro debe ser 20 a 25. Una vez en la entrada, para llegar a la catarata se debe caminar aprox.10 minutos (según cantidad de gente pues el camino es angosto) Hay que tener cuidado con resbalarse con las piedras. El paisaje lindo y se puede ver una variedad de insectos en el trayecto.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_d6c7868c326974a7,Catarata de Ahuashiyacu,Google Maps,es,5,2024-11-27T00:39:54.357Z,Un lugar de mucha naturaleza y mucho para observar. El agua es re fría pero una vez que te acostumbras ya nada importa. Es de fácil acceso y los alimentos y demás cosas que se vende no es muy caro.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_062bfa6a91e25dd7,Catarata de Ahuashiyacu,Google Maps,es,5,2023-08-21T14:43:27.378Z,"Espectacular, de entrada su maloca en donde encontrarás una agradable variedad de platos típicos (el SURI es de locos), y seguido está su agua heladita, ideal para relajarse.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_0be5503a85a52234,Catarata de Ahuashiyacu,Google Maps,es,3,2019-01-13T01:18:56.174Z,"Maravilloso pero no le gana a mi Velo de la novia en Pucallpa, provincia de Padre Abad",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ddcc5a3338aab7a3,Catarata de Ahuashiyacu,Google Maps,es,3,2021-08-02T21:40:24.114Z,Bonito sitio. Una caminata de subida y harta gente desorganizada para tomar fotos. La bajada es lo peor,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_620c4b3e39d67b52,Catarata de Ahuashiyacu,Google Maps,es,3,2025-08-30T00:38:05.733Z,"Muy bonito lugar, pero muy poca capacidad para tanto turista y eso que fui en fecha no festiva.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_c3ffdb38757b503d,Catarata de Ahuashiyacu,Google Maps,es,5,2025-09-24T18:03:47.608Z,"Excelente lugar, unas fotos fabulosas. Lo único malo que la carretera está fatal. Y los servicios higiénicos dejan mucho que desear, no está preparado para el turismo en ese aspecto",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_1b85eecc92083608,Circuito Mágico del Agua,Google Maps,en,4,2019-03-24T22:51:44.681Z,The multimedia light show starts at 7:15pm and was amazing. There is some entertainment for kids like fountains to play with the water and a little train. Also there are local food (like anticuchos or picarones) and chicha morada for sale. I went by myself but saw some tourist group with a guide.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_8c79abb5bab32b31,Circuito Mágico del Agua,Google Maps,en,3,2025-06-23T16:00:42.830Z,"Hard to find an entrance. The staff are friendly but the fountains are underwhelming. If you have spare time go visit, otherwise don't go out your way. Very cheap tickets at only $1.50",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_15d5f579d4aefe70,Circuito Mágico del Agua,Google Maps,en,5,2023-04-06T12:49:15.484Z,Get place - would recommend getting a taxi there and avoiding the expensive tours,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_67ec63d42a73a58b,Circuito Mágico del Agua,Google Maps,en,4,2024-01-05T15:07:59.023Z,"The line outside is akin to herding cattle. Very rude people trying to push past you getting uncomfortably close. That said, the majority are are orderly. The park itself is nice, there are multiple free options and multiple pay options (including to use the bathroom). Plenty for kids to do there at affordable prices as well.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_12a43c33656c4fd4,Circuito Mágico del Agua,Google Maps,en,2,2019-01-23T14:06:45.024Z,"Underwhelming light show, it is cheap to enter but if you combine the price of the taxi I had to pay from Miraflores and back I wouldn't say it's worth it",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_7c0f3ca0fca041c3,Circuito Mágico del Agua,Google Maps,en,3,2020-01-05T14:33:19.735Z,The hotel is nice but it is hard to find the entrance at night. It is very close the the hwy.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_2965f3e66296f374,Circuito Mágico del Agua,Google Maps,en,5,2023-01-24T07:16:40.711Z,"The water show tells a good story of the past and present of Peru, the park could be crowded on the weekend but I actually really enjoy the atmosphere. It's nice for family,couples or even solo.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_942370d6b79db94f,Circuito Mágico del Agua,Google Maps,en,5,2024-09-30T23:25:45.495Z,"Well worth a visit, especially at the price of 5 soles each! Get a taxi each way for an affordable evening out. Was slightly disappointed parts were cornered off for a seperate event which cost significantly more (and had huge lines) but otherwise really enjoyed exploring the place and seeing the different water features as well as the live show. Looks best after sunset.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_f09467a632a442a8,Circuito Mágico del Agua,Google Maps,en,2,2026-05-23T02:14:19.888Z,Not worth it. Its mostly a light story on a fountain No crazy fountain art. If u have small kids maybe it could be fun. But too far from rest,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_1599be92cb810613,Circuito Mágico del Agua,Google Maps,en,5,2020-01-03T03:56:34.023Z,"Highly recommend this beautiful park with “magical” fountains. Impressed by the quality of the park with such an affordable entrance fee. Kids loved the little amusement park with bouncy house slides, bungee-jumping trampoline and little boats. We enjoyed the laser light show projected on the main fountain. Very meager food choices so be prepared.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ba5b74fcdc71bf6a,Circuito Mágico del Agua,Google Maps,en,5,2020-01-22T22:19:18.871Z,"Best to visit in the evening to see elaborate fountains with artisitic lighting. Every hour or so in the evening there is a light show with images projected onto fountain mist. The park can get very busy, so try to line up at the fence for a good view before it is too crowded.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_b5620ceadfc1c260,Circuito Mágico del Agua,Google Maps,en,3,2019-07-06T10:08:29.267Z,Very nice to see while you there. The projector and laser light show was great. Must go early to get a good spot.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_19aa493daf60e1d5,Circuito Mágico del Agua,Google Maps,en,5,2025-08-26T10:33:38.852Z,"Such a beautiful park, I Kept walking past my park as I was walking around the city & every time I looked through & saw the fountains I thought I must go but nothing quite prepared me for just how beautiful it was. It is a family park so be prepared for lots of family activities & you do pay extra for certain rides, experience & entry but for me it was equivalent of a mini Disney land so the prices were beyond reasonable & the queues were nothing in comparison of what you might expect in European parks with a Sumatra offering in my experience. I highly recommend spending the day into the evening here so you get the full daylight & evening experience. Do make sure your phone is fully charged as you may want to take 1000 photos 🤣! Enjoy.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_c41d80d2f16f74f1,Circuito Mágico del Agua,Google Maps,en,4,2024-02-23T14:49:43.930Z,"It was worth visiting for 4sole. The line was very long even after 7.30pm when we were leaving. Food options were very limited to junk foods like pizza, deep fried chicken, burgers etc. If you have little kids maybe bring your own snacks and food.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_bc4eea5aa3771ad2,Circuito Mágico del Agua,Google Maps,en,1,2023-06-09T09:19:21.286Z,The place is nice but it is a risk going there . The surroundings are full of crooks and do not go into those food stands at the entrance of the place. They try to force you to go in. They will scam you with the bill big time and the place is rat infected. The authorities should try to protect the tourist.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_72c9fe1d3cf7ad6e,Circuito Mágico del Agua,Google Maps,en,1,2023-02-26T01:01:55.729Z,After you pay to enter they make you pay anytime you need to use the bathroom. Go figure when you’re staring at water fountains the entire time! LOL. I had dollars and credit cards but no sol. They wouldn’t let me into the bathroom! Absolutely ridiculous! I had to beg a stranger for .50 Sol to pee. And on top of that the bathroom was dirty and smelled disgusting! Oh then they made us walk to opposite side of the park to exit when they have exits all over. If you want to to see water fountains I recommend using your own toilet! 😂,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_8b67a0b01d7de927,Circuito Mágico del Agua,Google Maps,en,3,2019-12-05T05:59:41.089Z,There are 3-4 different fountains and in evening light show ..these colorful fountains look beautiful after dark.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_14985f1e6511c5f5,Circuito Mágico del Agua,Google Maps,en,3,2021-09-14T17:27:54.205Z,This park is really great place to take kids and they'll enjoy their time. although it's just 1hour that we could stay in the park we had a great time.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_34d24b8bd12e3ee9,Circuito Mágico del Agua,Google Maps,en,5,2017-08-12T23:44:47.450Z,"A Lima favorite, the Water park (Parque De Las Aguas) is a collection of beautifully designed fountains, pulsing with color and rhythms. Its a wonderful place for tourists and locals, and will not disappoint!",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_0ea1d55cec0e98b9,Circuito Mágico del Agua,Google Maps,en,4,2018-01-06T01:42:26.108Z,This is a really nice place in Lima to visit. You can spend hours here. Especially place to visit in the evening. The music fountain show is a good one to watch. There are a variety of fountains in the park. The park is very clean and neat. The place is not very far from the miraflores area. It’s worth s visit. The ticket is not very expensive. There are quite a few people visiting.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_4b59d5bf3a9916e7,Circuito Mágico del Agua,Google Maps,en,4,2022-07-01T04:04:38.243Z,It was nice to visit but personally I’m a little bit disappointed because park should offer more things then just a fountains. Definitely visit before sunset.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_695e3bbc558697d0,Circuito Mágico del Agua,Google Maps,en,5,2026-02-15T04:21:25.945Z,"A unique place in the center of the city. Easy to access. It’s on Valentine’s Day and a Saturday, maybe the reason why it was so crowded. Surprisingly people were mostly local families and not tourists. Admission is 5Soles, not bad given it is a large park, and there are many fountains. Lots of activities for kids, and no shortage of vendors both inside and outside the park. First show is at 7:15, using laser and different technologies, if you are not sure which fountain, no worries, you will see a lot of people waiting in front of it way before the show starts, and the show itself is pretty impressive! Truly a place for everyone",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_5959338c1eb24b46,Circuito Mágico del Agua,Google Maps,en,5,2019-09-04T04:17:44.817Z,"Incredible. Don't take tour because you need a couple hours. Do come with a group, leave expensive things and money at hotel. THIS IS A MUST SEE, MUST PHOTO OP!",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_24b426f6fa6d90af,Circuito Mágico del Agua,Google Maps,en,3,2023-12-19T00:49:22.280Z,"Eh. Overhyped and underwhelming. I did get engaged here though and I'm happy about that but the water/lights show was poorly edited together and the music didn't really go with the visuals. Laid out to make sure you get around to everything but since it's the holidays, it was a bit crowded. I'd say go earlier in the evening, when it's just starting to get dark. Inexpensive to get in so it's accessible to everyone.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_a1f1a4675cd06592,Circuito Mágico del Agua,Google Maps,en,3,2022-09-22T03:13:14.362Z,"It's a nice place, makes for nice pics. The show itself was a bit tiring in my opinion. Didn't like the restrooms at all, and you have to pay to use them. It was very crowded.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_eb1deeba84f5bfce,Circuito Mágico del Agua,Google Maps,en,2,2022-02-25T02:18:24.189Z,"If you like overtouristic places and screaming children, than this is your place to be. The maze of fountains is child's play compared to finding your way to the exit.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_8f962057ddd5495a,Circuito Mágico del Agua,Google Maps,en,5,2022-02-26T04:46:29.595Z,"It's a bit too crowded sometimes. But this place is one of a few unique and interesting things in Lima for anyone. I know a lot of tourists skip Lima and go straight to Cusco. This is one of the special things Lima has to offer, and something I haven't seen anywhere else. The big light show is very impressive.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_802ff1506a54cf49,Circuito Mágico del Agua,Google Maps,en,5,2019-01-17T15:23:39.513Z,Great experience. Very well done. Beautiful park and very inexpensive. Also has amusement park for children.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_1f829ea03bca9fed,Circuito Mágico del Agua,Google Maps,en,3,2018-01-19T15:37:29.693Z,"It's great for families but for a couple, seemed a bit Disneylandish to me. Super crowded too",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_4ef769962d4978e3,Circuito Mágico del Agua,Google Maps,en,5,2020-01-12T21:56:14.739Z,"Beautiful, very clean Park with lots of things to see and to do. Buy water outdoors, bring your own food. It's quite expensive inside. Free kids playground would be nice!!! everything costs, so bringing a fussy toddler isn't such a good idea",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_968ec8830d5dc46f,Ciudadela de Kuélap,Google Maps,es,3,2023-01-27T02:29:00.893Z,"Enero 2023 se mantiene cerrada la ciudadela por el derrumbe de año pasado. El tour solo vale la pena por el teleférico pero no se puede ingresar a la ciudadela, una lástima. Si quieren ir, averiguen primero si ya se puede ingresar. La caverna de Quiocta también está cerrada por un proyecto de iluminación hasta marzo según me dijeron, así que el tour a Carajia y Quiocta ya no es el mismo.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_1bb22b2cb4e63cfc,Ciudadela de Kuélap,Google Maps,en,1,2022-07-11T00:23:26.995Z,Caution: kuelap is closed to visitors please do not go here it is a complete tourist trap and a complete disappointment. Kuelap has been closed to visitors for several months due to burglaries in the outer wall. all you can see is the outer wall. neither guide nor cable car employee inform you that it's closed,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_3569b73437b9a198,Ciudadela de Kuélap,Google Maps,es,3,2018-12-19T23:28:36.916Z,"Impresionante el sitio, el camino con las lluvias imposible de subir y bajar, lleno de fango arcilloso, el teleférico no funciona de lunes a viernes y eso no te lo dicen antes de venir, solo trabaja sábados y domingos; lo cual deja como única salida el acceso por la carretera y el camino ... Es mejor conseguir un caballo",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_f7cded270d4aa4f2,Ciudadela de Kuélap,Google Maps,en,3,2023-03-05T12:50:19.110Z,"It’s ok but not worth the walk, the cable car crossing the valley taking you to the other side of the mountain before you start walking is totally worth it. Actually I will recommend doing the Kuelap cable car only, it takes you all the way down the mountain and up again. Considering they are 4000+ metres mountains. Pretty amazing.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ba291acca12619cc,Ciudadela de Kuélap,Google Maps,es,2,2025-05-02T16:41:33.782Z,"La fortaleza es hermosa pero toda la organización en la boletería es un desastre. Los boletos deben ser comprados online y su página web es un desastre, lenta y desde un celular es literal imposible realizarlo. Los tickets para el teleférico es otra estafa, cada vez son más y más caros y si pagas con tarjeta o yape te cobran comisión! (Desde cuándo yape te cobra comisión?). De verdad que no se esfuerzan nada por mejorar el servicio y sus sistema pero si se preocupan por incrementar los precios. Terrible organización.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_88146e5ae04de0e7,Ciudadela de Kuélap,Google Maps,es,3,2025-08-20T00:38:43.748Z,"Kuélap es una ciudadela fortificada que vigila desde lo alto. Legado milenario de la cultura Chachapoyas. Sus imponentes murallas, de hasta 20 metros de altura, son el reflejo de una avanzada ingeniería y arquitectura monumental. un excelente lugar para conocer nuestro Perú.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_5f33d4df95a2ca11,Ciudadela de Kuélap,Google Maps,es,2,2019-11-11T23:57:24.314Z,"Es una pena ver tanta grandeza deteriorada. Está descuidado, las obras de mantenimiento se han dejado 😥",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_50257ab99c24db16,Ciudadela de Kuélap,Google Maps,es,5,2018-08-21T21:23:40.226Z,"Kuélap es un lugar histórico, una antigua cuidadela de la cultura Chachapoyas. Me gusta como conservan el lugar y te exigen respetarlo. Atención a quienes la visiten: está prohibido salir de los senderos señalados y tocar las paredes de piedra. Los lugareños y el Ministerio de Cultura han hecho un excelente trabajo por mantenerlo en buenas condiciones y debemos comportarnos como con cualquier otro legado de nuestros antepasados. Para llegar a la fortaleza puedes ir a pie en un recorrido de 9 km o usar el teleférico (30 min). Ya en el lugar se paga una entrada de 20 soles por adultos y 10 para niños o preferenciales (estudiantes, docentes, adultos mayores). Los extrajeros pagan más. También debes tener en cuenta que si vas el primer domingo del primer mes es gratis. Por cierto, después de eso tienes que caminar un corto tramo o puedes alquilar un caballo. El camino está arreglado y señalizado. Arriba encontrarán guías, si deseas contratar uno. Y si entras sin guía, de todas formas debes seguir la ruta marcada. La entrada principal está en mantenimiento desde hace un año (es difícil recuperarlo). Inmediatamente después de pagar la entrada hay servicios higiénicos, un café, un vivero de orquídeas, un museo, un mirador y tiendas de souvenirs. Realmente no recomiendo comprar cosas o comida allá porque todo es excesivamente caro.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_3f226cf1e443f543,Ciudadela de Kuélap,Google Maps,en,1,2023-10-18T16:32:38.459Z,"We just went to Kuélap. Don’t go to Kuélap if you’re coming from Chachapoyas. It’s definitely not worth paying the collectivo and teleferico to a place that’s almost totally closed. You need to make a reservation in advance, you get 45 minutes to visit the place, which you can totally do in less than 20 minutes. It’s really not nice! Wait until the place opens up fully again, then it should be very nice.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_78db44ea0ea5a28f,Ciudadela de Kuélap,Google Maps,es,1,2020-01-22T22:17:53.869Z,"No lo recomiendo en lo absoluto como es posible que un bebe de 1 año page como adulto, mejoren o perderan.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_5f253490075e6bcd,Ciudadela de Kuélap,Google Maps,es,4,2020-02-10T18:26:17.343Z,"Maravilloso, muy bonito, Chachapoyas ciudad tranquila, todo muy bonito, lo único malo puede ser q no tiene aeropuerto, pero una ciudad muy bonita y mucha historia.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_d24200fb76c652d8,Ciudadela de Kuélap,Google Maps,es,3,2024-12-14T19:13:49.319Z,"No existe comunicación entre el teleferico y Kuelap, a pesar de ser la única opción para llegar (sino debes caminar más de 4 hrs). No compren las entradas por adelantado, si te pasas de la hora no te dejan entrar y si hay algún problema no te cambian la entrada. En el teleferico hay un pequeño stand y ahi puedes comprarlas (solo por internet!) Es un bello lugar pero la administración deja mucho que desear, solo puedes hacer 1 recorrido, así que hazlo lento porque no te permiten retroceder en el camino. Me voy con la sensación de que solo les interesa el dinero y no se preocupan del turista, ni de la experiencia vivida.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_7aef92232dfb0a69,Ciudadela de Kuélap,Google Maps,es,5,2018-10-17T19:09:04.656Z,"Para llegar hasta la fortaleza hay que hacer una caminata de 20 o 30 minutos desde la estación del teleferico. Ya cerca se puede apreciar que la fortaleza es monumental e impresionante. La muralla que la rodea no tiene el acabado de Machu Picchu, sin embargo es una construcción gigante en la punta de una montaña que les permitía visibilidad hacia todas las direcciones. Dentro de la fortaleza se encuentra diversas construcciones para motivos sociales, religiosos, y militares. También sorprende que los Incas hayan podido llegar y hacer construcciones dentro de la fortaleza.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_c5329f825b4be81d,Ciudadela de Kuélap,Google Maps,es,3,2022-08-05T23:40:03.990Z,"Las telecabinas son de última generación, es un paseo bastante interesante. Pero la fortaleza está aún muy lejos de ser un punto turístico como Machu Picchu. Hay que caminar sobre tierra, rocas y lodo para poder llegar a la cima en donde verán la fortaleza desde afuera porque no se puede ingresar al complejo. La caminata dura aproximadamente 2 horas y es muy difícil para niños y adultos mayores, incluso personas que no tienen mucha resistencia física.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
